mc,mc_ath,liq_sol,age_minutes,snipers_present,abnormal_vol,total_snipers_count,high_holder_warning,dev_sol,dev_ror,shrimp,fish,whale,fresh,target
91900.0,222700.0,82.0,24,0,0,0,0,20.0,1.0,4,12,3,0,0
7200.0,88200.0,23.0,22,1,0,19,0,14.0,0.0,6,9,4,0,1
66600.0,119400.0,70.0,34,0,0,0,0,0.0,0.0,9,7,1,2,1
1800.0,6600.0,2.0,7,0,0,0,0,1.0,0.0,8,11,1,0,1
86900.0,154200.0,79.0,19,0,0,0,0,0.0,0.0,3,11,0,5,0
104100.0,665300.0,88.0,4,0,1,0,0,4.0,0.0,3,13,3,0,1
46800.0,211400.0,58.0,48,0,0,0,1,0.0,5.0,5,9,4,1,1
89300.0,146600.0,80.0,8,0,0,0,0,0.0,2.0,11,5,3,0,0
30800.0,110700.0,48.0,25,0,0,0,0,0.0,0.0,9,9,1,0,1
63400.0,88500.0,68.0,15,1,0,36,0,2.0,1.0,5,11,1,2,1
53000.0,341800.0,63.0,4,0,0,0,0,10.0,0.0,5,12,2,0,1
130300.0,172400.0,97.0,14,0,0,0,0,3.0,0.0,0,1,0,18,0
19800.0,19800.0,,56,0,0,0,0,0.0,1.0,10,7,2,0,0
66500.0,756100.0,71.0,24,1,0,18,0,0.0,0.0,0,13,2,4,0
145100.0,401200.0,104.0,18,0,1,0,1,3.0,0.0,4,9,1,5,0
138600.0,211300.0,101.0,23,0,0,0,0,1.0,4.0,0,19,0,0,0
58400.0,128300.0,65.0,10,0,0,0,0,1.0,8.0,0,0,0,19,0
76900.0,100300.0,74.0,10,1,0,25,0,2.0,0.0,0,19,0,0,1
66500.0,88800.0,69.0,12,0,0,0,0,0.0,0.0,0,16,2,1,0
37900.0,141500.0,52.0,19,1,0,14,1,1.0,5.0,8,10,1,0,1
67600.0,638500.0,73.0,18,0,1,0,1,1.0,0.0,5,11,3,0,0
104100.0,309200.0,88.0,10,0,1,0,1,1.0,0.0,5,10,4,0,1
68400.0,145000.0,70.0,57,0,0,0,0,0.0,3.0,2,1,0,16,0
41300.0,88400.0,55.0,25,0,1,0,1,1.0,0.0,5,13,2,0,0
148900.0,628400.0,52.0,60,1,0,19,0,0.0,0.0,12,7,0,1,1
99900.0,294900.0,85.0,8,0,0,0,0,0.0,1.0,13,5,1,0,0
45800.0,1100000.0,59.0,55,1,0,23,0,0.0,4.0,1,12,6,0,0
73500.0,278800.0,73.0,10,0,0,0,0,76.0,0.0,7,9,1,2,1
132300.0,142200.0,98.0,10,0,0,0,0,0.0,0.0,6,10,1,2,0
70700.0,1200000.0,83.0,52,0,1,0,0,42.0,0.0,6,4,0,9,0
138900.0,207700.0,101.0,15,0,0,0,0,47.0,0.0,8,9,1,1,0
143700.0,300000.0,103.0,8,0,0,0,0,0.0,0.0,10,7,2,0,0
62300.0,657700.0,76.0,60,0,0,0,0,0.0,0.0,3,13,3,0,0
133600.0,721700.0,109.0,10,0,1,0,0,0.0,2.0,9,7,4,0,1
56000.0,96800.0,64.0,60,0,0,0,1,3.0,0.0,6,13,1,0,1
73300.0,402900.0,84.0,420,0,0,0,0,0.0,0.0,6,11,2,0,1
146800.0,253300.0,104.0,7,1,0,19,0,8.0,0.0,2,15,2,0,1
48000.0,201900.0,59.0,15,0,0,0,0,0.0,7.0,6,5,1,7,0
133200.0,179200.0,98.0,4,0,0,15,0,3.0,0.0,5,11,2,1,0
3200000.0,4400000.0,522.0,120,0,0,0,1,1.0,0.0,2,5,1,10,0
51400.0,88000.0,62.0,11,0,0,0,0,0.0,1.0,1,15,2,1,0
65500.0,148400.0,69.0,12,0,0,0,1,12.0,0.0,5,9,1,4,0
110600.0,1100000.0,92.0,60,0,0,0,0,15.0,0.0,1,0,1,17,0
29700.0,121200.0,46.0,4,0,0,0,0,0.0,1.0,8,11,0,0,0
92300.0,179900.0,82.0,13,0,0,0,0,12.0,0.0,10,8,1,0,1
122000.0,500900.0,99.0,13,0,1,0,0,0.0,0.0,6,10,4,0,1
118900.0,2300000.0,105.0,7,1,0,52,0,63.0,0.0,1,14,2,2,0
109600.0,144600.0,89.0,15,0,0,0,0,15.0,0.0,5,12,2,0,1
109900.0,193000.0,90.0,2,0,0,0,0,0.0,0.0,9,5,2,3,0
16000.0,19400.0,,6,0,0,0,0,2.0,0.0,11,8,0,0,0
149700.0,412900.0,110.0,54,0,0,0,0,0.0,0.0,5,9,4,0,1
229600.0,302000.0,131.0,23,0,0,0,0,3.0,0.0,1,1,0,17,0
82800.0,189400.0,78.0,13,0,0,0,0,0.0,0.0,10,6,3,0,0
134200.0,464600.0,105.0,6,1,0,11,0,125.0,0.0,6,6,7,0,1
10700.0,10700.0,,12,0,0,0,0,0.0,0.0,3,3,2,3,0
74400.0,136600.0,75.0,9,0,0,0,0,1.0,0.0,15,2,2,0,0
114600.0,651300.0,96.0,1140,1,0,29,0,0.0,0.0,3,6,10,0,1
89500.0,222500.0,81.0,12,0,0,0,1,0.0,0.0,4,11,4,0,0
81800.0,113500.0,77.0,12,0,0,0,0,2.0,0.0,1,1,1,16,0
217300.0,750800.0,141.0,42,0,1,0,0,37.0,0.0,6,1,0,12,0
39500.0,39600.0,,38,0,0,0,0,0.0,0.0,10,4,3,2,1
44800.0,133200.0,58.0,10,0,0,0,0,1.0,0.0,6,12,1,0,1
115200.0,273500.0,92.0,2,0,0,0,0,0.0,3.0,9,7,3,0,0
116500.0,893800.0,96.0,59,0,1,0,0,1.0,1.0,6,9,1,3,0
89400.0,150100.0,81.0,8,0,0,0,0,0.0,0.0,10,7,2,0,0
85000.0,221100.0,81.0,4,0,0,7,0,9.0,0.0,4,12,3,0,1
79300.0,120800.0,77.0,18,1,0,14,0,2.0,0.0,3,12,4,0,1
40000.0,389700.0,55.0,17,0,1,13,0,8.0,0.0,6,9,4,0,0
119800.0,382500.0,97.0,4,0,1,0,0,52.0,0.0,8,8,3,0,0
66500.0,88000.0,70.0,48,0,0,0,0,0.0,0.0,7,8,1,3,1
108100.0,210000.0,90.0,13,1,0,31,0,16.0,0.0,1,1,0,17,1
153800.0,189700.0,106.0,2,0,0,0,0,1.0,0.0,12,6,1,0,1
48300.0,196100.0,60.0,10,1,0,64,1,2.0,0.0,0,10,4,5,1
147600.0,237100.0,105.0,21,0,0,0,0,3.0,0.0,0,2,1,16,0
95000.0,217800.0,84.0,9,0,0,0,0,16.0,4.0,0,2,1,16,0
128500.0,3900000.0,132.0,300,1,0,29,0,0.0,0.0,1,10,3,5,1
92300.0,174800.0,82.0,8,0,0,0,0,5.0,0.0,1,14,2,2,0
287400.0,962600.0,150.0,29,0,1,0,0,1.0,4.0,4,13,1,1,1
94700.0,439500.0,84.0,7,0,0,0,0,0.0,0.0,0,3,0,16,0
45600.0,87200.0,58.0,10,0,0,0,0,0.0,0.0,12,7,0,0,1
48700.0,95300.0,59.0,15,0,0,0,1,5.0,0.0,10,9,0,0,0
136900.0,173600.0,99.0,3,0,0,0,0,0.0,0.0,16,3,0,0,0
187600.0,239300.0,116.0,2,1,0,23,0,0.0,0.0,2,7,2,8,1
172600.0,295500.0,112.0,3,0,0,7,0,12.0,0.0,8,11,0,0,0
10800.0,13600.0,,19,0,0,0,0,10.0,0.0,9,7,2,1,1
21500.0,21500.0,,8,0,0,0,0,1.0,0.0,6,12,0,1,1
399600.0,1600000.0,182.0,60,0,0,3,0,0.0,4.0,16,3,0,0,1
104800.0,275500.0,87.0,3,0,0,0,0,3.0,0.0,10,5,1,3,0
97700.0,163600.0,84.0,7,0,0,0,0,20.0,4.0,0,2,0,17,0
120800.0,312000.0,94.0,14,1,0,17,1,1.0,0.0,3,5,2,9,0
140800.0,1200000.0,102.0,120,0,0,0,1,4.0,0.0,3,7,0,9,0
78000.0,402600.0,76.0,7,0,0,0,1,0.0,5.0,3,3,0,13,1
63000.0,124300.0,68.0,9,0,0,0,0,0.0,0.0,4,12,2,1,1
89800.0,97300.0,80.0,5,1,0,33,1,1.0,1.0,7,10,2,0,0
151000.0,196300.0,104.0,3,0,0,0,0,0.0,0.0,5,10,4,0,0
9600.0,10500.0,,45,0,0,0,0,0.0,0.0,8,10,1,0,1
77500.0,122100.0,75.0,9,0,0,0,0,0.0,0.0,6,12,1,0,1
144000.0,7500000.0,129.0,60,0,0,0,0,0.0,0.0,6,13,0,0,0
108500.0,128000.0,88.0,5,0,0,0,0,0.0,0.0,7,11,2,0,0
128300.0,211300.0,97.0,11,1,0,40,0,8.0,0.0,3,14,2,0,0
138600.0,3800000.0,129.0,120,0,0,0,1,103.0,0.0,4,12,3,0,1
76500.0,120800.0,74.0,12,0,0,0,1,0.0,2.0,7,11,1,0,1
108800.0,295100.0,90.0,8,0,0,0,0,0.0,0.0,5,11,3,0,0
55000.0,128800.0,63.0,10,0,0,0,1,0.0,0.0,0,3,0,16,0
152100.0,247500.0,106.0,8,1,0,22,0,0.0,3.0,6,10,2,1,1
67700.0,594200.0,71.0,25,0,1,0,1,0.0,1.0,8,6,4,1,1
105200.0,141000.0,87.0,3,1,0,18,0,17.0,0.0,11,8,0,0,1
68600.0,310000.0,72.0,10,0,0,0,1,8.0,0.0,3,10,1,5,0
137600.0,155600.0,99.0,2,0,0,0,0,0.0,0.0,7,11,1,0,0
29900.0,45300.0,,2880,0,0,0,0,0.0,4.0,6,6,2,1,1
88800.0,400200.0,80.0,12,0,0,0,0,1.0,2.0,5,2,2,10,0
126700.0,431300.0,96.0,16,0,0,0,0,0.0,4.0,5,13,0,1,1
54300.0,87900.0,63.0,10,0,0,0,0,0.0,0.0,9,9,1,0,1
87900.0,129500.0,80.0,3,0,0,0,1,0.0,0.0,4,10,5,0,1
73400.0,12400000.0,106.0,120,0,0,0,0,0.0,0.0,6,10,2,1,0
128100.0,169700.0,96.0,4,0,0,9,0,8.0,0.0,11,7,1,0,1
48900.0,353400.0,61.0,11,0,1,0,1,2.0,3.0,2,10,0,7,0
55600.0,87900.0,64.0,11,0,0,6,0,1.0,0.0,5,12,2,0,0
179000.0,376300.0,115.0,5,0,0,0,0,0.0,0.0,7,11,1,0,0
31300.0,2000000.0,48.0,10,0,0,0,0,3.0,0.0,0,5,0,14,1
47000.0,193500.0,58.0,60,0,0,0,0,0.0,1.0,3,15,2,0,1
45200.0,93300.0,57.0,33,1,0,9,1,0.0,0.0,8,9,1,1,0
61400.0,209600.0,67.0,10,1,0,47,1,2.0,6.0,1,17,1,0,1
137300.0,381200.0,102.0,6,1,0,32,0,39.0,0.0,6,9,4,0,0
29000.0,29400.0,23.0,9,0,0,0,1,4.0,0.0,9,9,1,1,1
20400.0,1300000.0,41.0,13,0,1,0,0,14.0,0.0,17,2,0,0,0
15000.0,15200.0,,22,0,0,0,0,10.0,0.0,5,13,1,0,0
72700.0,436100.0,76.0,18,0,0,0,0,1.0,0.0,2,11,3,3,1
115600.0,551400.0,91.0,3,0,0,0,1,2.0,3.0,2,14,0,3,1
138600.0,1600000.0,104.0,49,0,0,0,0,9.0,4.0,0,19,0,0,0
134000.0,1700000.0,120.0,60,1,0,18,0,99.0,0.0,5,13,1,0,0
46300.0,110000.0,58.0,12,0,0,5,0,12.0,10.0,10,6,3,0,0
97200.0,139300.0,83.0,2,0,0,0,0,0.0,0.0,9,9,1,0,0
91300.0,128600.0,81.0,6,0,0,0,0,0.0,8.0,8,2,2,7,0
97800.0,131800.0,83.0,3,0,0,0,0,0.0,0.0,2,6,0,11,0
101300.0,155300.0,85.0,3,0,0,0,0,0.0,0.0,8,9,2,0,0
85100.0,343100.0,79.0,11,1,0,80,0,2.0,0.0,0,13,1,5,1
36900.0,271900.0,53.0,10,1,0,25,1,115.0,0.0,1,10,8,0,0
105700.0,114800.0,87.0,3,0,0,0,0,1.0,0.0,9,10,0,0,0
36600.0,108000.0,51.0,13,0,0,0,1,0.0,5.0,2,6,11,0,0
155300.0,368500.0,110.0,7,0,1,0,0,190.0,0.0,1,17,1,0,1
123100.0,251100.0,94.0,17,0,0,0,0,49.0,0.0,1,1,1,16,0
71400.0,117500.0,72.0,11,0,0,0,0,0.0,2.0,5,10,4,0,1
46500.0,1000000.0,60.0,10,0,1,0,0,0.0,0.0,3,16,0,0,0
17200.0,17200.0,,11,0,0,0,0,1.0,0.0,7,10,1,1,1
46800.0,371100.0,59.0,12,1,0,21,1,9.0,0.0,2,12,3,2,0
9200.0,215500.0,26.0,2880,0,0,0,1,0.0,3.0,7,6,7,0,1
89600.0,175100.0,80.0,5,0,0,0,0,0.0,10.0,4,13,1,1,1
173700.0,661000.0,116.0,27,0,1,6,0,1.0,3.0,5,11,3,0,0
14900.0,27000.0,,10,0,0,0,0,16.0,0.0,8,9,2,0,1
142500.0,696000.0,109.0,16,1,0,11,0,5.0,0.0,5,8,6,0,0
117200.0,130100.0,92.0,3,0,0,0,0,2.0,0.0,8,11,0,0,1
142900.0,280100.0,102.0,14,0,0,0,0,8.0,0.0,0,19,0,0,0
81900.0,108700.0,77.0,10,0,0,0,0,5.0,0.0,0,2,0,17,0
28600.0,90500.0,46.0,15,0,0,0,0,1.0,0.0,9,10,0,0,0
59800.0,1900000.0,66.0,11,1,0,41,0,1.0,0.0,0,15,0,4,0
47900.0,144000.0,59.0,120,0,0,0,0,0.0,0.0,4,11,4,0,1
132000.0,842700.0,99.0,7,1,0,55,1,0.0,5.0,11,7,1,0,0
68400.0,164800.0,69.0,2,0,0,0,0,0.0,0.0,12,5,2,0,1
14100.0,14100.0,,5,0,0,0,0,26.0,0.0,9,9,1,0,1
94500.0,134900.0,82.0,2,0,0,0,0,3.0,0.0,10,8,1,0,0
47400.0,217800.0,59.0,10,0,0,0,0,11.0,0.0,0,2,0,17,1
81000.0,105700.0,76.0,5,0,0,0,0,2.0,4.0,1,0,1,17,0
21200.0,22300.0,,5,0,0,0,0,3.0,0.0,9,8,2,0,1
16800.0,244700.0,35.0,60,0,0,0,0,0.0,0.0,8,6,1,4,1
155400.0,7700000.0,143.0,300,0,0,0,0,0.0,0.0,10,9,1,0,0
93500.0,213800.0,81.0,3,0,0,0,0,1.0,3.0,10,8,1,0,1
82000.0,632200.0,80.0,10,0,1,0,0,1.0,0.0,5,14,0,0,0
167200.0,1100000.0,110.0,17,0,0,0,0,5.0,4.0,0,19,0,0,0
46000.0,112100.0,58.0,25,0,0,0,0,0.0,0.0,6,11,2,0,1
158200.0,249400.0,106.0,8,1,0,33,0,21.0,0.0,2,11,4,2,0
46700.0,125800.0,58.0,180,0,0,0,0,1.0,0.0,9,9,0,1,0
109700.0,760400.0,89.0,6,0,0,0,1,3.0,5.0,5,2,1,11,1
58000.0,764100.0,71.0,120,0,0,0,0,8.0,0.0,0,18,0,1,0
139200.0,13000000.0,115.0,120,1,0,61,1,2.0,0.0,4,14,1,0,1
93600.0,136700.0,82.0,6,0,0,11,0,2.0,0.0,4,14,1,0,0
12500.0,12500.0,,7,0,0,0,0,0.0,0.0,6,12,0,1,0
49600.0,129900.0,59.0,10,0,0,0,0,0.0,5.0,7,11,1,0,1
106200.0,133000.0,87.0,3,0,0,0,0,2.0,0.0,1,1,0,17,0
140800.0,287100.0,102.0,7,0,0,0,0,1.0,0.0,2,16,0,1,0
52700.0,149000.0,61.0,10,0,0,0,0,18.0,0.0,0,19,0,0,1
98500.0,107500.0,83.0,3,0,0,0,1,0.0,1.0,2,16,1,0,1
46900.0,110200.0,58.0,60,0,0,0,0,4.0,0.0,9,9,1,0,0
13500.0,13800.0,,2,0,0,0,1,0.0,0.0,2,12,1,4,0
93500.0,531000.0,85.0,8,0,0,0,0,0.0,0.0,4,15,0,0,1
63300.0,104500.0,68.0,10,0,0,0,0,2.0,0.0,12,5,2,0,0
107000.0,111900.0,87.0,2,0,0,0,0,1.0,3.0,9,7,1,2,0
45300.0,127300.0,57.0,14,0,0,0,0,0.0,0.0,3,16,0,0,0
128800.0,248700.0,96.0,3,0,0,0,0,0.0,0.0,4,5,1,9,1
13500.0,430100.0,33.0,180,0,0,0,0,0.0,0.0,11,6,2,0,1
114100.0,215100.0,90.0,2,0,0,0,0,1.0,9.0,14,5,0,0,1
17800.0,1900000.0,40.0,1440,0,0,18,0,112.0,0.0,4,12,2,1,1
75300.0,88600.0,73.0,10,0,0,0,0,0.0,0.0,8,9,2,0,0
126100.0,645400.0,104.0,60,0,0,0,0,0.0,0.0,0,0,0,19,0
7600.0,76000.0,26.0,86400,0,0,0,0,0.0,0.0,8,10,1,0,0
147700.0,249900.0,104.0,7,0,0,0,0,8.0,0.0,10,8,1,0,0
124800.0,226400.0,97.0,4,1,0,24,1,1.0,5.0,6,10,2,1,1
106000.0,182200.0,87.0,4,0,0,0,0,3.0,0.0,7,10,1,1,1
91600.0,207000.0,81.0,8,0,0,0,0,15.0,0.0,9,10,0,0,1
114700.0,169100.0,90.0,2,0,0,0,0,161.0,0.0,9,10,1,0,1
133600.0,194600.0,97.0,2,0,0,0,0,4.0,0.0,9,10,0,0,0
81600.0,152600.0,77.0,2,0,0,0,0,9.0,0.0,14,5,0,0,0
108500.0,144100.0,88.0,2,0,0,0,0,270.0,0.0,2,16,1,0,0
88200.0,353000.0,83.0,57,0,0,0,0,18.0,0.0,0,19,0,0,0
25100.0,30600.0,,16,0,0,0,0,12.0,0.0,9,6,1,3,1
93200.0,101300.0,82.0,6,0,0,0,0,0.0,0.0,10,7,0,2,1
135300.0,465800.0,101.0,17,0,0,0,0,1.0,3.0,6,13,0,0,0
9500.0,229200.0,27.0,1260,0,0,0,0,4.0,0.0,2,15,2,0,1
140100.0,223200.0,101.0,4,0,0,0,0,96.0,0.0,11,8,0,0,0
89400.0,110700.0,80.0,3,1,0,12,0,369.0,0.0,7,11,0,1,1
29400.0,48900.0,21.0,20,0,0,0,0,5.0,0.0,7,9,1,3,1
94200.0,150700.0,83.0,6,0,0,0,0,5.0,0.0,8,10,0,1,1
88800.0,142600.0,81.0,6,0,0,14,0,21.0,0.0,8,11,0,0,0
137800.0,302600.0,101.0,38,0,0,0,0,1.0,1.0,7,8,3,1,1
96100.0,238200.0,39.0,5,0,0,0,0,3.0,0.0,5,11,1,3,1
9300.0,10600.0,,120,0,0,0,0,10.0,0.0,11,7,1,0,1
12900.0,13000.0,,4,0,0,0,0,0.0,0.0,3,11,1,4,0
173000.0,388900.0,115.0,31,0,0,0,0,157.0,0.0,10,9,1,0,0
143500.0,267100.0,102.0,4,0,0,0,1,5.0,0.0,8,9,1,1,0
78200.0,170700.0,76.0,3,0,0,0,1,0.0,0.0,6,9,3,1,1
87100.0,154400.0,80.0,5,0,0,0,0,0.0,15.0,7,0,0,12,0
127500.0,786700.0,102.0,11,1,0,18,1,44.0,0.0,9,8,2,0,0
30300.0,47500.0,,52,0,0,0,0,0.0,0.0,10,9,0,0,1
109800.0,140300.0,89.0,3,0,0,0,0,0.0,0.0,8,10,1,0,0
87800.0,427400.0,81.0,6,0,0,0,0,0.0,7.0,11,7,1,0,1
52400.0,186900.0,62.0,21,0,1,0,0,3.0,8.0,10,7,2,0,1
129600.0,260000.0,98.0,4,1,0,42,0,0.0,3.0,4,12,3,0,0
20400.0,25400.0,,13,0,0,0,0,3.0,0.0,1,14,1,3,0
62700.0,313700.0,68.0,11,0,0,0,0,1.0,3.0,6,13,0,0,0
43800.0,126900.0,56.0,25,0,0,0,0,1.0,0.0,3,13,2,1,0
93000.0,135700.0,82.0,18,0,0,0,0,4.0,0.0,3,4,0,12,0
148100.0,310400.0,109.0,46,0,0,0,0,0.0,0.0,0,19,0,0,0
46600.0,146000.0,58.0,1260,0,0,0,0,0.0,1.0,0,2,0,17,1
104400.0,158300.0,88.0,3,0,0,0,0,4.0,0.0,11,7,0,1,0
104900.0,146700.0,87.0,3,0,0,0,0,0.0,0.0,6,10,3,0,0
100600.0,129800.0,86.0,4,1,0,32,0,4.0,0.0,6,9,3,1,1
126100.0,170800.0,95.0,2,0,0,9,0,0.0,0.0,8,8,0,3,1
115300.0,178600.0,92.0,5,0,0,0,1,1.0,0.0,10,8,0,1,1
52000.0,578000.0,62.0,17,0,0,0,0,0.0,9.0,5,3,0,11,0
55000.0,757000.0,64.0,1200,1,0,18,0,0.0,0.0,4,15,0,0,1
48500.0,102900.0,60.0,10,0,0,0,0,3.0,0.0,4,10,3,2,1
53800.0,102900.0,63.0,13,0,0,0,0,3.0,0.0,4,10,3,2,1
81000.0,375500.0,77.0,13,0,0,0,0,1.0,3.0,0,19,0,0,0
175700.0,306900.0,114.0,2,0,0,0,0,4.0,0.0,11,5,3,0,1
127200.0,1800000.0,112.0,360,0,0,0,0,1.0,0.0,1,18,0,0,1
44400.0,89200.0,57.0,34,0,0,0,0,0.0,0.0,11,7,1,0,1
176600.0,241300.0,115.0,4,0,0,0,0,4.0,0.0,10,8,1,0,1
45200.0,81700.0,,120,0,0,0,0,0.0,0.0,7,6,0,6,0
42300.0,100100.0,55.0,11,0,0,0,0,0.0,0.0,5,12,2,0,0
59200.0,121700.0,66.0,10,0,0,0,0,7.0,0.0,10,10,0,0,0
137300.0,459900.0,103.0,4,0,0,0,1,1.0,3.0,3,3,0,13,1
16000.0,16000.0,,12,0,0,0,0,3.0,0.0,9,8,2,0,1
46700.0,171300.0,59.0,11,1,0,50,1,2.0,5.0,1,11,2,5,1
45400.0,81200.0,,60,0,0,0,1,0.0,0.0,5,8,5,1,1
45300.0,130200.0,59.0,11,0,0,0,0,0.0,0.0,5,13,1,0,0
56800.0,114900.0,64.0,13,0,0,0,0,7.0,0.0,6,10,3,0,0
31200.0,39600.0,,24,0,0,0,0,0.0,0.0,6,9,3,1,0
90500.0,142900.0,81.0,3,0,0,0,0,0.0,0.0,5,11,2,0,1
79400.0,671400.0,77.0,4,0,0,0,0,2.0,5.0,4,4,1,10,0
16000.0,17900.0,,120,0,0,0,0,0.0,0.0,10,8,1,0,1
123100.0,218500.0,95.0,28,0,0,0,0,199.0,0.0,15,3,1,0,1
72100.0,186400.0,73.0,9,0,0,0,0,3.0,0.0,10,7,2,0,1
54200.0,633100.0,68.0,17,0,1,0,1,0.0,0.0,11,8,1,0,0
53100.0,96700.0,62.0,11,0,0,0,1,0.0,0.0,11,7,1,0,1
105900.0,1200000.0,90.0,3,1,0,59,0,79.0,0.0,7,8,4,0,0
47100.0,112900.0,58.0,11,1,0,21,1,0.0,0.0,9,9,1,0,1
122100.0,151100.0,94.0,4,0,0,0,0,2.0,3.0,9,8,1,1,1
68300.0,97900.0,71.0,11,0,0,0,1,0.0,0.0,12,6,1,0,0
57000.0,3100000.0,68.0,17,1,0,20,1,63.0,0.0,0,9,9,1,0
101900.0,141700.0,86.0,9,0,0,0,0,4.0,0.0,5,14,0,0,1
89800.0,210000.0,81.0,9,0,0,0,0,42.0,0.0,5,9,4,0,0
143400.0,449400.0,103.0,7,0,1,0,0,1.0,5.0,5,11,3,0,1
145300.0,705200.0,116.0,180,0,0,0,0,1.0,4.0,6,13,0,0,0
47600.0,486100.0,61.0,6,0,1,0,0,0.0,0.0,10,4,3,2,0
75700.0,111300.0,74.0,10,0,0,0,0,0.0,0.0,11,5,3,0,1
145000.0,227200.0,105.0,26,0,0,0,0,106.0,0.0,10,8,1,0,1
104400.0,505700.0,90.0,5,0,1,0,1,83.0,3.0,4,11,4,0,0
111400.0,190900.0,90.0,5,0,0,0,0,0.0,0.0,6,13,0,0,0
208900.0,948900.0,128.0,9,0,1,0,0,0.0,2.0,11,8,0,0,1
49800.0,90300.0,60.0,14,0,0,0,0,4.0,0.0,10,6,0,3,0
127700.0,214700.0,98.0,31,0,0,0,0,22.0,3.0,3,4,2,10,0
5000.0,258500.0,19.0,18,0,0,0,0,18.0,0.0,0,0,0,19,0
60800.0,145800.0,67.0,23,0,1,0,0,0.0,0.0,10,6,3,0,0
56300.0,174200.0,64.0,14,0,0,0,0,3.0,0.0,0,0,0,19,0
145300.0,2100000.0,106.0,16,0,1,0,0,5.0,23.0,10,7,1,1,0
116900.0,372800.0,94.0,9,0,1,0,0,0.0,0.0,10,8,1,1,1
99100.0,860900.0,86.0,13,0,1,0,0,20.0,15.0,8,9,2,0,1
123900.0,361300.0,107.0,53,0,0,0,0,0.0,0.0,6,14,0,0,1
13800.0,23000.0,,23,0,0,0,0,1.0,0.0,8,11,0,0,0
119600.0,222700.0,93.0,11,0,0,0,1,0.0,1.0,5,7,3,4,0
75100.0,95200.0,74.0,32,1,0,11,0,15.0,0.0,2,14,3,0,0
56600.0,87800.0,64.0,17,0,0,0,0,0.0,0.0,10,6,2,1,1
142600.0,5300000.0,137.0,720,0,0,0,0,19.0,0.0,5,12,2,0,1
66700.0,287200.0,72.0,10,1,0,17,0,0.0,0.0,5,6,9,0,1
97800.0,197000.0,86.0,5,1,0,23,0,0.0,2.0,3,10,3,3,0
150000.0,222800.0,105.0,11,0,0,24,0,1.0,3.0,0,4,1,14,0
63000.0,88800.0,30.0,19,0,0,0,0,2.0,0.0,10,9,0,1,0
46800.0,101700.0,59.0,11,0,0,0,0,0.0,3.0,0,1,1,17,1
128700.0,173900.0,98.0,4,0,0,17,0,0.0,3.0,5,12,2,0,1
14800.0,17700.0,,5,0,0,0,0,0.0,2.0,8,10,0,1,0
50000.0,112700.0,60.0,12,0,0,0,0,0.0,0.0,2,16,1,0,1
58500.0,2200000.0,66.0,6,0,1,0,0,2.0,0.0,7,8,0,4,1
69500.0,7300000.0,71.0,12,0,0,0,0,7.0,3.0,3,2,1,13,1
90700.0,128500.0,81.0,8,1,0,39,1,1.0,3.0,4,13,2,0,1
147800.0,583100.0,110.0,15,1,0,13,1,124.0,0.0,1,10,8,0,0
12700.0,12900.0,,5,0,0,0,0,3.0,0.0,15,3,1,0,0
145800.0,1200000.0,108.0,10,0,1,0,0,36.0,0.0,10,8,0,1,0
78700.0,95300.0,74.0,40,0,0,0,0,11.0,0.0,7,10,2,0,1
55200.0,110700.0,63.0,19,0,0,0,0,0.0,0.0,17,1,1,0,0
163500.0,5200000.0,130.0,43,1,0,40,0,28.0,0.0,2,15,1,1,1
17900.0,19000.0,,3,0,0,0,0,1.0,2.0,9,9,1,0,0
83200.0,462000.0,77.0,11,0,0,0,0,1.0,15.0,6,12,1,0,0
98100.0,141400.0,82.0,12,0,0,0,0,0.0,3.0,12,5,1,1,1
44400.0,87500.0,36.0,28,0,0,0,0,0.0,0.0,1,10,1,8,1
53300.0,113600.0,62.0,10,0,0,0,0,0.0,0.0,5,12,1,1,0
115500.0,601200.0,99.0,120,0,0,0,0,1.0,4.0,6,12,0,1,1
106300.0,262900.0,89.0,5,0,1,3,0,2.0,0.0,9,6,4,0,0
136800.0,306500.0,99.0,3,1,0,31,1,1.0,1.0,7,5,4,3,0
47200.0,113500.0,58.0,48,0,0,0,0,0.0,2.0,7,9,3,0,0
46000.0,309500.0,58.0,10,0,1,0,0,25.0,0.0,6,11,2,0,0
144500.0,645000.0,106.0,29,1,0,27,0,0.0,1.0,2,12,4,1,0
61400.0,237900.0,68.0,16,0,0,0,0,16.0,0.0,1,2,0,16,0
50600.0,113100.0,60.0,11,0,0,0,0,2.0,0.0,6,9,4,0,1
108700.0,323500.0,92.0,8,0,1,0,0,55.0,0.0,4,12,3,0,0
82700.0,524300.0,79.0,10,1,0,27,0,74.0,0.0,5,10,4,0,0
125700.0,978600.0,102.0,8,0,1,9,0,90.0,0.0,1,8,10,0,0
119400.0,186700.0,92.0,8,0,0,0,0,4.0,0.0,12,7,0,0,0
109200.0,6800000.0,104.0,1380,0,0,0,0,2.0,5.0,8,5,3,3,1
60000.0,115000.0,65.0,10,0,0,0,0,0.0,3.0,6,5,2,6,0
84900.0,103100.0,77.0,12,0,0,0,0,2.0,1.0,1,1,0,17,0
104200.0,545800.0,91.0,10,0,1,9,0,2.0,0.0,8,9,2,0,0
41300.0,90300.0,54.0,39,0,0,0,0,0.0,0.0,5,15,0,0,1
